,Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,,Team,Start Date,End Date
4299,Towhid Hridoy,1,1,0,20,20,20.0,41,48.78,0,0,0,0,0,,Bangladesh,2023-08-01,2023-09-01
4300,Mohammad Naim,1,1,0,16,16,16.0,23,69.56,0,0,0,3,0,,Bangladesh,2023-08-01,2023-09-01
4301,Mushfiqur Rahim,1,1,0,13,13,13.0,22,59.09,0,0,0,1,0,,Bangladesh,2023-08-01,2023-09-01
4302,Mahedi Hasan,1,1,0,6,6,6.0,16,37.5,0,0,0,0,0,,Bangladesh,2023-08-01,2023-09-01
4303,Mehidy Hasan Miraz,1,1,0,5,5,5.0,11,45.45,0,0,0,0,0,,Bangladesh,2023-08-01,2023-09-01
4304,Shakib Al Hasan,1,1,0,5,5,5.0,11,45.45,0,0,0,1,0,,Bangladesh,2023-08-01,2023-09-01
4305,Shoriful Islam,1,1,1,2,2,,5,40.0,0,0,0,0,0,,Bangladesh,2023-08-01,2023-09-01
4306,Mustafizur Rahman,1,1,0,0,0,0.0,2,0.0,0,0,1,0,0,,Bangladesh,2023-08-01,2023-09-01
4307,Tanzid Hasan,1,1,0,0,0,0.0,2,0.0,0,0,1,0,0,,Bangladesh,2023-08-01,2023-09-01
4308,Taskin Ahmed,1,1,0,0,0,0.0,2,0.0,0,0,1,0,0,,Bangladesh,2023-08-01,2023-09-01
4309,Rahmanullah Gurbaz,3,3,0,174,151,58.0,213,81.69,1,0,0,14,3,,Afghanistan,2023-08-01,2023-09-01
4310,Ibrahim Zadran,3,3,0,80,80,26.66,118,67.79,0,1,2,6,2,,Afghanistan,2023-08-01,2023-09-01
4311,Mujeeb Ur Rahman,3,2,0,68,64,34.0,40,170.0,0,1,0,6,5,,Afghanistan,2023-08-01,2023-09-01
4312,Mohammad Nabi,3,3,0,39,29,13.0,63,61.9,0,0,0,3,0,,Afghanistan,2023-08-01,2023-09-01
4313,Shahidullah,2,2,0,38,37,19.0,68,55.88,0,0,0,2,0,,Afghanistan,2023-08-01,2023-09-01
4314,Riaz Hassan,2,1,0,34,34,34.0,66,51.51,0,0,0,5,0,,Afghanistan,2023-08-01,2023-09-01
4315,Hashmatullah Shahidi,3,3,1,28,15,14.0,45,62.22,0,0,1,3,0,,Afghanistan,2023-08-01,2023-09-01
4316,Rashid Khan,3,3,0,18,16,6.0,17,105.88,0,0,1,1,1,,Afghanistan,2023-08-01,2023-09-01
4317,Fareed Ahmad,1,1,0,17,17,17.0,29,58.62,0,0,0,1,0,,Afghanistan,2023-08-01,2023-09-01
4318,Azmatullah Omarzai,1,1,1,16,16,,12,133.33,0,0,0,3,0,,Afghanistan,2023-08-01,2023-09-01
4319,Abdul Rahman,2,2,1,6,4,6.0,17,35.29,0,0,0,0,0,,Afghanistan,2023-08-01,2023-09-01
4320,Fazalhaq Farooqi,3,2,2,6,6,,9,66.66,0,0,0,1,0,,Afghanistan,2023-08-01,2023-09-01
4321,Ikram Alikhil,2,1,0,4,4,4.0,9,44.44,0,0,0,1,0,,Afghanistan,2023-08-01,2023-09-01
4322,Gulbadin Naib,1,1,0,0,0,0.0,3,0.0,0,0,1,0,0,,Afghanistan,2023-08-01,2023-09-01
4323,Rahmat Shah,1,1,0,0,0,0.0,1,0.0,0,0,1,0,0,,Afghanistan,2023-08-01,2023-09-01
4324,Shubman Gill,8,8,2,480,121,80.0,483,99.37,2,3,0,47,12,,India,2023-09-01,2023-10-01
4325,KL Rahul,7,6,2,305,111,76.25,320,95.31,1,2,0,25,6,,India,2023-09-01,2023-10-01
4326,RG Sharma,7,6,1,275,81,55.0,237,116.03,0,4,1,26,17,,India,2023-09-01,2023-10-01
4327,Ishan Kishan,8,6,1,192,82,38.4,219,87.67,0,1,0,17,5,,India,2023-09-01,2023-10-01
4328,V Kohli,6,4,1,185,122,61.66,174,106.32,1,1,0,15,4,,India,2023-09-01,2023-10-01
4329,SS Iyer,5,4,0,170,105,42.5,150,113.33,1,0,0,14,5,,India,2023-09-01,2023-10-01
4330,SA Yadav,4,4,1,156,72,52.0,127,122.83,0,2,0,15,7,,India,2023-09-01,2023-10-01
4331,HH Pandya,5,2,0,92,87,46.0,108,85.18,0,1,0,7,1,,India,2023-09-01,2023-10-01
4332,RD Gaikwad,2,2,0,79,71,39.5,89,88.76,0,1,0,12,0,,India,2023-09-01,2023-10-01
4333,RA Jadeja,9,6,2,76,35,19.0,104,73.07,0,0,0,5,1,,India,2023-09-01,2023-10-01
4334,AR Patel,2,2,0,68,42,34.0,70,97.14,0,0,0,3,3,,India,2023-09-01,2023-10-01
4335,JJ Bumrah,6,3,0,26,16,8.66,37,70.27,0,0,0,4,0,,India,2023-09-01,2023-10-01
4336,Washington Sundar,2,1,0,18,18,18.0,30,60.0,0,0,0,1,1,,India,2023-09-01,2023-10-01
4337,SN Thakur,6,2,0,14,11,7.0,16,87.5,0,0,0,0,0,,India,2023-09-01,2023-10-01
4338,Mohammed Siraj,6,3,2,7,5,7.0,28,25.0,0,0,0,0,0,,India,2023-09-01,2023-10-01
4339,Kuldeep Yadav,6,3,0,6,4,2.0,26,23.07,0,0,1,0,0,,India,2023-09-01,2023-10-01
4340,Mohammed Shami,4,1,0,6,6,6.0,6,100.0,0,0,0,1,0,,India,2023-09-01,2023-10-01
4341,NT Tilak Varma,1,1,0,5,5,5.0,9,55.55,0,0,0,1,0,,India,2023-09-01,2023-10-01
4342,M Prasidh Krishna,3,2,2,0,0,,5,0.0,0,0,0,0,0,,India,2023-09-01,2023-10-01
4343,R Ashwin,2,,,,,,,,,,,,,,India,2023-09-01,2023-10-01
4344,Mohammad Rizwan,4,3,2,151,86,151.0,157,96.17,0,2,0,13,3,,Pakistan,2023-09-01,2023-10-01
4345,Imam-ul-Haq,3,2,0,87,78,43.5,102,85.29,0,1,0,6,4,,Pakistan,2023-09-01,2023-10-01
4346,Iftikhar Ahmed,4,2,0,70,47,35.0,75,93.33,0,0,0,5,2,,Pakistan,2023-09-01,2023-10-01
4347,Babar Azam,4,3,0,56,29,18.66,81,69.13,0,0,0,6,0,,Pakistan,2023-09-01,2023-10-01
4348,Abdullah Shafique,1,1,0,52,52,52.0,69,75.36,0,1,0,3,2,,Pakistan,2023-09-01,2023-10-01
4349,Fakhar Zaman,4,3,0,51,27,17.0,92,55.43,0,0,0,5,0,,Pakistan,2023-09-01,2023-10-01
4350,Agha Salman,3,2,1,35,23,35.0,53,66.03,0,0,0,3,0,,Pakistan,2023-09-01,2023-10-01
4351,Mohammad Nawaz (3),2,1,0,12,12,12.0,12,100.0,0,0,0,2,0,,Pakistan,2023-09-01,2023-10-01
4352,Shadab Khan,4,2,0,9,6,4.5,13,69.23,0,0,0,0,0,,Pakistan,2023-09-01,2023-10-01
4353,Shaheen Shah Afridi,4,2,2,8,7,,7,114.28,0,0,0,0,1,,Pakistan,2023-09-01,2023-10-01
4354,Faheem Ashraf,2,1,0,4,4,4.0,12,33.33,0,0,0,0,0,,Pakistan,2023-09-01,2023-10-01
4355,Mohammad Haris,1,1,0,3,3,3.0,9,33.33,0,0,0,0,0,,Pakistan,2023-09-01,2023-10-01
4356,Haris Rauf,3,,,,,,,,,,,,,,Pakistan,2023-09-01,2023-10-01
4357,Mohammad Wasim (1),1,,,,,,,,,,,,,,Pakistan,2023-09-01,2023-10-01
4358,Naseem Shah,3,,,,,,,,,,,,,,Pakistan,2023-09-01,2023-10-01
4359,Zaman Khan,1,,,,,,,,,,,,,,Pakistan,2023-09-01,2023-10-01
4360,Najmul Hossain Shanto,2,2,0,180,104,90.0,189,95.23,1,1,0,19,2,,Bangladesh,2023-09-01,2023-10-01
4361,Shakib Al Hasan,4,4,1,168,80,56.0,167,100.59,0,2,0,17,4,,Bangladesh,2023-09-01,2023-10-01
4362,Towhid Hridoy,7,6,0,160,82,26.66,213,75.11,0,2,1,15,3,,Bangladesh,2023-09-01,2023-10-01
4363,Mehidy Hasan Miraz,4,4,1,153,112,51.0,177,86.44,1,0,1,12,3,,Bangladesh,2023-09-01,2023-10-01
4364,Mushfiqur Rahim,4,4,0,136,64,34.0,175,77.71,0,1,0,6,3,,Bangladesh,2023-09-01,2023-10-01
4365,Nasum Ahmed,5,4,0,87,44,21.75,109,79.81,0,0,0,8,4,,Bangladesh,2023-09-01,2023-10-01
4366,Mahmudullah,3,2,0,70,49,35.0,103,67.96,0,0,0,6,1,,Bangladesh,2023-09-01,2023-10-01
4367,Mohammad Naim,3,3,0,69,28,23.0,103,66.99,0,0,0,10,0,,Bangladesh,2023-09-01,2023-10-01
4368,Mahedi Hasan,4,3,1,59,29,29.5,66,89.39,0,0,0,7,0,,Bangladesh,2023-09-01,2023-10-01
4369,Tamim Iqbal,2,1,0,44,44,44.0,58,75.86,0,0,0,7,0,,Bangladesh,2023-09-01,2023-10-01
4370,Litton Das,5,4,0,37,16,9.25,55,67.27,0,0,1,5,0,,Bangladesh,2023-09-01,2023-10-01
4371,Tanzid Hasan,4,3,0,34,16,11.33,29,117.24,0,0,0,7,0,,Bangladesh,2023-09-01,2023-10-01
4372,Shamim Hossain,4,4,0,33,16,8.25,44,75.0,0,0,0,0,2,,Bangladesh,2023-09-01,2023-10-01
4373,Afif Hossain,2,2,1,16,12,16.0,14,114.28,0,0,0,0,1,,Bangladesh,2023-09-01,2023-10-01
4374,Tanzim Hasan Sakib,2,1,1,14,14,,8,175.0,0,0,0,1,1,,Bangladesh,2023-09-01,2023-10-01
4375,Hasan Mahmud,5,4,2,12,10,6.0,20,60.0,0,0,1,2,0,,Bangladesh,2023-09-01,2023-10-01
4376,Shoriful Islam,4,3,0,9,7,3.0,20,45.0,0,0,0,0,0,,Bangladesh,2023-09-01,2023-10-01
4377,Anamul Haque,1,1,0,4,4,4.0,11,36.36,0,0,0,1,0,,Bangladesh,2023-09-01,2023-10-01
4378,Mustafizur Rahman,3,1,1,2,2,,7,28.57,0,0,0,0,0,,Bangladesh,2023-09-01,2023-10-01
4379,Khaled Ahmed,2,2,1,1,1,1.0,4,25.0,0,0,0,0,0,,Bangladesh,2023-09-01,2023-10-01
4380,Taskin Ahmed,3,2,0,1,1,0.5,4,25.0,0,0,1,0,0,,Bangladesh,2023-09-01,2023-10-01
4381,Zakir Hasan,1,1,0,1,1,1.0,5,20.0,0,0,0,0,0,,Bangladesh,2023-09-01,2023-10-01
4382,Soumya Sarkar,2,1,0,0,0,0.0,2,0.0,0,0,1,0,0,,Bangladesh,2023-09-01,2023-10-01
4383,Nurul Hasan,1,,,,,,,,,,,,,,Bangladesh,2023-09-01,2023-10-01
4384,WA Young,7,7,0,226,70,32.28,295,76.61,0,2,1,29,2,,New Zealand,2023-09-01,2023-10-01
4385,HM Nicholls,6,6,1,214,50,42.8,291,73.53,0,1,0,18,2,,New Zealand,2023-09-01,2023-10-01
4386,DJ Mitchell,4,4,1,196,118,65.33,188,104.25,1,1,0,14,8,,New Zealand,2023-09-01,2023-10-01
4387,DP Conway,4,4,1,141,111,47.0,175,80.57,1,0,0,17,1,,New Zealand,2023-09-01,2023-10-01
4388,R Ravindra,7,5,0,103,61,20.6,88,117.04,0,1,1,11,4,,New Zealand,2023-09-01,2023-10-01
4389,TA Blundell,3,3,2,99,68,99.0,101,98.01,0,1,0,9,1,,New Zealand,2023-09-01,2023-10-01
4390,GD Phillips,4,3,0,99,72,33.0,112,88.39,0,1,0,7,2,,New Zealand,2023-09-01,2023-10-01
4391,FH Allen,4,4,0,49,28,12.25,63,77.77,0,0,1,9,0,,New Zealand,2023-09-01,2023-10-01
4392,KA Jamieson,5,3,0,49,20,16.33,71,69.01,0,0,0,4,0,,New Zealand,2023-09-01,2023-10-01
4393,TWM Latham,4,3,0,35,19,11.66,56,62.5,0,0,0,2,0,,New Zealand,2023-09-01,2023-10-01
4394,IS Sodhi,3,1,0,35,35,35.0,39,89.74,0,0,0,0,3,,New Zealand,2023-09-01,2023-10-01
4395,CE McConchie,3,2,1,28,20,28.0,43,65.11,0,0,0,3,0,,New Zealand,2023-09-01,2023-10-01
4396,LH Ferguson,5,2,1,18,13,18.0,30,60.0,0,0,0,1,1,,New Zealand,2023-09-01,2023-10-01
4397,CJ Bowes,2,2,0,15,14,7.5,22,68.18,0,0,0,3,0,,New Zealand,2023-09-01,2023-10-01
4398,BG Lister,2,2,1,9,5,9.0,11,81.81,0,0,0,1,0,,New Zealand,2023-09-01,2023-10-01
4399,TA Boult,5,3,1,4,2,2.0,9,44.44,0,0,0,0,0,,New Zealand,2023-09-01,2023-10-01
4400,MJ Santner,1,1,0,4,4,4.0,8,50.0,0,0,0,0,0,,New Zealand,2023-09-01,2023-10-01
4401,TG Southee,3,1,0,4,4,4.0,3,133.33,0,0,0,1,0,,New Zealand,2023-09-01,2023-10-01
4402,MJ Henry,3,2,1,3,3,3.0,4,75.0,0,0,1,0,0,,New Zealand,2023-09-01,2023-10-01
4403,D Foxcroft,1,1,0,0,0,0.0,1,0.0,0,0,1,0,0,,New Zealand,2023-09-01,2023-10-01
4404,AF Milne,1,,,,,,,,,,,,,,New Zealand,2023-09-01,2023-10-01
4405,DJ Malan,3,3,0,277,127,92.33,262,105.72,1,2,0,35,4,,England,2023-09-01,2023-10-01
4406,BA Stokes,3,3,0,235,182,78.33,203,115.76,1,1,0,18,10,,England,2023-09-01,2023-10-01
4407,LS Livingstone,4,4,1,186,95,62.0,169,110.05,0,2,0,12,5,,England,2023-09-01,2023-10-01
4408,JC Buttler,4,4,0,176,72,44.0,148,118.91,0,1,0,18,4,,England,2023-09-01,2023-10-01
4409,BM Duckett,2,2,1,155,107,155.0,127,122.04,1,0,0,18,3,,England,2023-09-01,2023-10-01
4410,WG Jacks,2,2,0,133,94,66.5,109,122.01,0,1,0,10,7,,England,2023-09-01,2023-10-01
4411,SR Hain,2,2,0,106,89,53.0,100,106.0,0,1,0,8,0,,England,2023-09-01,2023-10-01
4412,PD Salt,2,2,0,89,61,44.5,49,181.63,0,1,0,13,4,,England,2023-09-01,2023-10-01
4413,SM Curran,3,3,0,65,42,21.66,54,120.37,0,0,0,4,2,,England,2023-09-01,2023-10-01
4414,Z Crawley,2,2,0,51,51,25.5,44,115.9,0,1,1,4,2,,England,2023-09-01,2023-10-01
4415,MM Ali,3,3,0,48,33,16.0,48,100.0,0,0,0,5,1,,England,2023-09-01,2023-10-01
4416,BA Carse,3,2,1,47,32,47.0,43,109.3,0,0,0,2,2,,England,2023-09-01,2023-10-01
4417,DJ Willey,3,3,2,47,21,47.0,24,195.83,0,0,0,4,3,,England,2023-09-01,2023-10-01
4418,JE Root,4,4,0,39,29,9.75,64,60.93,0,0,1,3,1,,England,2023-09-01,2023-10-01
4419,HC Brook,3,3,0,37,25,12.33,68,54.41,0,0,0,2,0,,England,2023-09-01,2023-10-01
4420,JM Bairstow,3,3,0,19,13,6.33,25,76.0,0,0,1,2,0,,England,2023-09-01,2023-10-01
4421,TW Hartley,2,1,1,12,12,,9,133.33,0,0,0,1,0,,England,2023-09-01,2023-10-01
4422,JL Smith,2,1,0,9,9,9.0,10,90.0,0,0,0,0,0,,England,2023-09-01,2023-10-01
4423,CR Woakes,2,2,1,7,4,7.0,12,58.33,0,0,0,0,0,,England,2023-09-01,2023-10-01
4424,Rehan Ahmed,2,1,0,6,6,6.0,8,75.0,0,0,0,0,0,,England,2023-09-01,2023-10-01
4425,MJ Potts,2,1,1,3,3,,3,100.0,0,0,0,0,0,,England,2023-09-01,2023-10-01
4426,AAP Atkinson,3,1,0,2,2,2.0,3,66.66,0,0,0,0,0,,England,2023-09-01,2023-10-01
4427,RJW Topley,4,2,2,1,1,,1,100.0,0,0,0,0,0,,England,2023-09-01,2023-10-01
4428,AU Rashid,1,,,,,,,,,,,,,,England,2023-09-01,2023-10-01
4429,GLS Scrimshaw,1,,,,,,,,,,,,,,England,2023-09-01,2023-10-01
4430,L Wood,1,,,,,,,,,,,,,,England,2023-09-01,2023-10-01
4431,M Labuschagne,8,8,1,421,124,60.14,431,97.67,1,2,0,50,2,,Australia,2023-09-01,2023-10-01
4432,DA Warner,8,8,0,367,106,45.87,296,123.98,1,4,1,44,14,,Australia,2023-09-01,2023-10-01
4433,MR Marsh,7,7,0,223,96,31.85,195,114.35,0,2,1,29,10,,Australia,2023-09-01,2023-10-01
4434,TM Head,4,4,1,152,64,50.66,99,153.53,0,1,0,22,6,,Australia,2023-09-01,2023-10-01
4435,AT Carey,7,7,0,147,99,21.0,154,95.45,0,1,0,13,4,,Australia,2023-09-01,2023-10-01
4436,SPD Smith,3,3,0,115,74,38.33,122,94.26,0,1,1,11,2,,Australia,2023-09-01,2023-10-01
4437,JP Inglis,5,5,0,102,50,20.4,100,102.0,0,1,1,11,3,,Australia,2023-09-01,2023-10-01
4438,SA Abbott,6,6,1,97,54,19.4,86,112.79,0,1,0,10,5,,Australia,2023-09-01,2023-10-01
4439,C Green,5,5,1,77,31,19.25,107,71.96,0,0,0,8,1,,Australia,2023-09-01,2023-10-01
4440,MP Stoinis,4,4,0,74,29,18.5,56,132.14,0,0,0,12,1,,Australia,2023-09-01,2023-10-01
4441,NT Ellis,4,4,2,57,18,28.5,51,111.76,0,0,0,3,4,,Australia,2023-09-01,2023-10-01
4442,AC Agar,1,1,1,48,48,,69,69.56,0,0,0,3,1,,Australia,2023-09-01,2023-10-01
4443,TH David,4,4,0,45,35,11.25,53,84.9,0,0,0,3,3,,Australia,2023-09-01,2023-10-01
4444,PJ Cummins,2,2,2,40,21,,31,129.03,0,0,0,3,1,,Australia,2023-09-01,2023-10-01
4445,JR Hazlewood,5,3,2,36,23,36.0,24,150.0,0,0,0,5,2,,Australia,2023-09-01,2023-10-01
4446,A Zampa,6,4,0,21,9,5.25,25,84.0,0,0,0,3,0,,Australia,2023-09-01,2023-10-01
4447,MW Short,2,2,0,11,9,5.5,12,91.66,0,0,0,2,0,,Australia,2023-09-01,2023-10-01
4448,GJ Maxwell,1,1,0,5,5,5.0,7,71.42,0,0,0,0,0,,Australia,2023-09-01,2023-10-01
4449,AM Hardie,1,1,0,3,3,3.0,5,60.0,0,0,0,0,0,,Australia,2023-09-01,2023-10-01
4450,MG Neser,2,2,0,3,3,1.5,13,23.07,0,0,1,0,0,,Australia,2023-09-01,2023-10-01
4451,MA Starc,1,1,1,1,1,,2,50.0,0,0,0,0,0,,Australia,2023-09-01,2023-10-01
4452,SH Johnson,1,1,1,0,0,,0,,0,0,0,0,0,,Australia,2023-09-01,2023-10-01
4453,T Sangha,2,1,0,0,0,0.0,3,0.0,0,0,1,0,0,,Australia,2023-09-01,2023-10-01
4454,Hashmatullah Shahidi,2,2,0,110,59,55.0,126,87.3,0,2,0,9,1,,Afghanistan,2023-09-01,2023-10-01
4455,Ibrahim Zadran,2,2,0,82,75,41.0,88,93.18,0,1,0,11,1,,Afghanistan,2023-09-01,2023-10-01
4456,Rahmat Shah,2,2,0,78,45,39.0,97,80.41,0,0,0,10,1,,Afghanistan,2023-09-01,2023-10-01
4457,Mohammad Nabi,2,2,0,68,65,34.0,38,178.94,0,1,0,6,5,,Afghanistan,2023-09-01,2023-10-01
4458,Rashid Khan,2,2,1,51,27,51.0,31,164.51,0,0,0,7,2,,Afghanistan,2023-09-01,2023-10-01
4459,Najibullah Zadran,2,2,0,40,23,20.0,40,100.0,0,0,0,3,2,,Afghanistan,2023-09-01,2023-10-01
4460,Gulbadin Naib,2,2,0,37,22,18.5,29,127.58,0,0,0,5,1,,Afghanistan,2023-09-01,2023-10-01
4461,Karim Janat,2,2,0,23,22,11.5,14,164.28,0,0,0,1,2,,Afghanistan,2023-09-01,2023-10-01
4462,Rahmanullah Gurbaz,2,2,0,5,4,2.5,15,33.33,0,0,0,1,0,,Afghanistan,2023-09-01,2023-10-01
4463,Mujeeb Ur Rahman,2,2,0,4,4,2.0,11,36.36,0,0,1,0,0,,Afghanistan,2023-09-01,2023-10-01
4464,Fazalhaq Farooqi,2,2,1,1,1,1.0,4,25.0,0,0,1,0,0,,Afghanistan,2023-09-01,2023-10-01
4465,H Klaasen,5,5,0,243,174,48.6,153,158.82,1,0,1,18,16,,South Africa,2023-09-01,2023-10-01
4466,AK Markram,5,5,1,225,102,56.25,194,115.97,1,1,0,21,7,,South Africa,2023-09-01,2023-10-01
4467,T Bavuma,4,4,1,217,114,72.33,246,88.21,1,1,1,24,4,,South Africa,2023-09-01,2023-10-01
4468,Q de Kock,5,5,0,210,82,42.0,241,87.13,0,1,0,27,4,,South Africa,2023-09-01,2023-10-01
4469,DA Miller,5,5,1,202,82,50.5,181,111.6,0,2,1,16,8,,South Africa,2023-09-01,2023-10-01
4470,M Jansen,5,4,0,134,47,33.5,107,125.23,0,0,0,11,7,,South Africa,2023-09-01,2023-10-01
4471,HE van der Dussen,4,4,0,117,62,29.25,148,79.05,0,1,0,11,3,,South Africa,2023-09-01,2023-10-01
4472,RR Hendricks,2,2,0,67,39,33.5,79,84.81,0,0,0,8,0,,South Africa,2023-09-01,2023-10-01
4473,AL Phehlukwayo,2,2,1,39,38,39.0,28,139.28,0,0,0,2,4,,South Africa,2023-09-01,2023-10-01
4474,K Rabada,3,2,1,18,17,18.0,22,81.81,0,0,0,0,2,,South Africa,2023-09-01,2023-10-01
4475,A Nortje,1,1,0,10,10,10.0,13,76.92,0,0,0,1,0,,South Africa,2023-09-01,2023-10-01
4476,SSB Magala,1,1,1,6,6,,7,85.71,0,0,0,0,0,,South Africa,2023-09-01,2023-10-01
4477,G Coetzee,4,2,0,2,2,1.0,9,22.22,0,0,1,0,0,,South Africa,2023-09-01,2023-10-01
4478,KA Maharaj,4,2,0,2,2,1.0,7,28.57,0,0,1,0,0,,South Africa,2023-09-01,2023-10-01
4479,L Ngidi,3,2,1,0,0,0.0,13,0.0,0,0,1,0,0,,South Africa,2023-09-01,2023-10-01
4480,T Shamsi,2,1,0,0,0,0.0,1,0.0,0,0,1,0,0,,South Africa,2023-09-01,2023-10-01
4481,RG Sharma,6,6,0,398,131,66.33,334,119.16,1,2,1,43,20,,India,2023-10-01,2023-11-01
4482,V Kohli,6,6,2,354,103,88.5,400,88.5,1,3,1,29,6,,India,2023-10-01,2023-11-01
4483,KL Rahul,6,5,3,216,97,108.0,271,79.7,0,1,0,19,3,,India,2023-10-01,2023-11-01
4484,SS Iyer,6,6,2,134,53,33.5,158,84.81,0,1,1,12,3,,India,2023-10-01,2023-11-01
4485,Shubman Gill,4,4,0,104,53,26.0,110,94.54,0,1,0,15,2,,India,2023-10-01,2023-11-01
4486,SA Yadav,2,2,0,51,49,25.5,51,100.0,0,0,0,4,1,,India,2023-10-01,2023-11-01
4487,Ishan Kishan,2,2,0,47,47,23.5,48,97.91,0,0,1,5,2,,India,2023-10-01,2023-11-01
4488,RA Jadeja,6,2,1,47,39,47.0,57,82.45,0,0,0,3,1,,India,2023-10-01,2023-11-01
4489,JJ Bumrah,6,1,0,16,16,16.0,25,64.0,0,0,0,1,0,,India,2023-10-01,2023-11-01
4490,HH Pandya,4,1,1,11,11,,8,137.5,0,0,0,0,1,,India,2023-10-01,2023-11-01
4491,Kuldeep Yadav,6,1,1,9,9,,13,69.23,0,0,0,1,0,,India,2023-10-01,2023-11-01
4492,Mohammed Shami,2,2,1,2,1,2.0,6,33.33,0,0,0,0,0,,India,2023-10-01,2023-11-01
4493,R Ashwin,1,,,,,,,,,,,,,,India,2023-10-01,2023-11-01
4494,Mohammed Siraj,6,,,,,,,,,,,,,,India,2023-10-01,2023-11-01
4495,SN Thakur,3,,,,,,,,,,,,,,India,2023-10-01,2023-11-01
4496,Mohammad Rizwan,7,7,2,359,131,71.8,363,98.89,1,1,0,36,5,,Pakistan,2023-10-01,2023-11-01
4497,Abdullah Shafique,6,6,0,332,113,55.33,349,95.12,1,3,0,35,9,,Pakistan,2023-10-01,2023-11-01
4498,Babar Azam,7,7,0,216,74,30.85,278,77.69,0,3,0,20,2,,Pakistan,2023-10-01,2023-11-01
4499,Saud Shakeel,7,6,0,212,68,35.33,209,101.43,0,2,0,26,1,,Pakistan,2023-10-01,2023-11-01
4500,Imam-ul-Haq,6,6,0,162,70,27.0,180,90.0,0,1,0,23,0,,Pakistan,2023-10-01,2023-11-01
4501,Iftikhar Ahmed,7,7,2,139,40,27.8,118,117.79,0,0,0,11,8,,Pakistan,2023-10-01,2023-11-01
4502,Shadab Khan,5,4,0,117,43,29.25,113,103.53,0,0,0,6,4,,Pakistan,2023-10-01,2023-11-01
4503,Fakhar Zaman,2,2,0,93,81,46.5,89,104.49,0,1,0,6,7,,Pakistan,2023-10-01,2023-11-01
4504,Mohammad Nawaz (3),5,4,0,81,39,20.25,97,83.5,0,0,0,5,3,,Pakistan,2023-10-01,2023-11-01
4505,Shaheen Shah Afridi,7,5,3,30,13,15.0,37,81.08,0,0,0,4,0,,Pakistan,2023-10-01,2023-11-01
4506,Hasan Ali,5,3,0,20,12,6.66,28,71.42,0,0,1,4,0,,Pakistan,2023-10-01,2023-11-01
4507,Haris Rauf,7,4,2,18,16,9.0,22,81.81,0,0,0,2,1,,Pakistan,2023-10-01,2023-11-01
4508,Mohammad Wasim (1),2,1,0,7,7,7.0,9,77.77,0,0,0,0,1,,Pakistan,2023-10-01,2023-11-01
4509,Usama Mir,4,1,0,0,0,0.0,3,0.0,0,0,1,0,0,,Pakistan,2023-10-01,2023-11-01
4510,Agha Salman,1,,,,,,,,,,,,,,Pakistan,2023-10-01,2023-11-01
4511,Mahmudullah,6,5,1,274,111,68.5,307,89.25,1,1,0,24,10,,Bangladesh,2023-10-01,2023-11-01
4512,Litton Das,7,7,0,225,76,32.14,287,78.39,0,2,1,25,3,,Bangladesh,2023-10-01,2023-11-01
4513,Mushfiqur Rahim,7,7,1,171,66,28.5,218,78.44,0,2,0,13,3,,Bangladesh,2023-10-01,2023-11-01
4514,Mehidy Hasan Miraz,7,7,0,169,57,24.14,228,74.12,0,1,0,17,2,,Bangladesh,2023-10-01,2023-11-01
4515,Shakib Al Hasan,6,6,0,104,43,17.33,161,64.59,0,0,0,9,2,,Bangladesh,2023-10-01,2023-11-01
4516,Tanzid Hasan,7,7,0,100,51,14.28,113,88.49,0,1,1,14,3,,Bangladesh,2023-10-01,2023-11-01
4517,Najmul Hossain Shanto,7,7,1,87,59,14.5,131,66.41,0,1,2,7,1,,Bangladesh,2023-10-01,2023-11-01
4518,Towhid Hridoy,5,4,0,75,39,18.75,124,60.48,0,0,0,2,1,,Bangladesh,2023-10-01,2023-11-01
4519,Taskin Ahmed,5,4,0,49,17,12.25,92,53.26,0,0,0,1,3,,Bangladesh,2023-10-01,2023-11-01
4520,Mustafizur Rahman,7,6,2,42,20,10.5,89,47.19,0,0,0,4,1,,Bangladesh,2023-10-01,2023-11-01
4521,Nasum Ahmed,2,2,0,33,19,16.5,37,89.18,0,0,0,5,0,,Bangladesh,2023-10-01,2023-11-01
4522,Mahedi Hasan,2,2,0,31,17,15.5,70,44.28,0,0,0,2,0,,Bangladesh,2023-10-01,2023-11-01
4523,Shoriful Islam,7,6,5,28,12,28.0,28,100.0,0,0,0,3,1,,Bangladesh,2023-10-01,2023-11-01
4524,Hasan Mahmud,2,1,0,15,15,15.0,25,60.0,0,0,0,2,0,,Bangladesh,2023-10-01,2023-11-01
4525,R Ravindra,7,7,1,415,123,69.16,393,105.59,2,2,0,34,13,,New Zealand,2023-10-01,2023-11-01
4526,DJ Mitchell,7,6,1,346,130,69.2,329,105.16,1,2,0,30,12,,New Zealand,2023-10-01,2023-11-01
4527,DP Conway,7,7,1,279,152,46.5,270,103.33,1,0,1,36,4,,New Zealand,2023-10-01,2023-11-01
4528,WA Young,6,6,0,206,70,34.33,246,83.73,0,2,1,23,6,,New Zealand,2023-10-01,2023-11-01
